"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","Number of Patients 1","Footnote 1","Percent of Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","Number of Patients 2","Footnote 2","Percent of Heart Failure Patients Given Discharge Instructions","Number of Patients 3","Footnote 3"
"050709","DESERT VALLEY HOSPITAL","16850 BEAR VALLEY RD","","","VICTORVILLE","CA","92395","SAN BERNARDINO","7602418000","100","272","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","121","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","253","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"410001","MEMORIAL HOSPITAL OF RHODE ISLAND","111 BREWSTER STREET","","","PAWTUCKET","RI","02860","PROVIDENCE","4017292000","100","242","The hospital indicated that the data submitted for this measure were based on a sample of cases","92","52","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","188","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"220071","MASSACHUSETTS GENERAL HOSPITAL","55 FRUIT STREET","","","BOSTON","MA","02114","SUFFOLK","6177262000","100","258","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","60","The hospital indicated that the data submitted for this measure were based on a sample of cases","89","215","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"360211","TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST","380 SUMMIT AVENUE","","","STEUBENVILLE","OH","43952","JEFFERSON","7402647212","100","463","","98","131","","99","318",""
"440047","GIBSON GENERAL HOSPITAL","200 HOSPITAL DR","","","TRENTON","TN","38382","GIBSON","7318557900","89","18","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","54","13","The number of cases is too small to reliably tell how well a hospital is performing"
"171371","CLAY COUNTY MEDICAL CENTER","617 LIBERTY","","","CLAY CENTER","KS","67432","CLAY","7856322144","25","16","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"361334","PIKE COMMUNITY HOSPITAL","100 DAWN LANE","","","WAVERLY","OH","45690","PIKE","7409472186","74","19","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"380050","SKY LAKES MEDICAL CENTER","2865 DAGGETT AVENUE","","","KLAMATH FALLS","OR","97601","KLAMATH","5412746150","99","142","","92","48","","80","121",""
"050551","LOS ALAMITOS MEDICAL CENTER","3751 KATELLA AVENUE","","","LOS ALAMITOS","CA","90720","ORANGE","5627993220","99","331","","100","79","","93","251",""
"440010","WAYNE MEDICAL CENTER","103 J V MANGUBAT DR","","","WAYNESBORO","TN","38485","WAYNE","9317225411","84","32","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","53","17","The number of cases is too small to reliably tell how well a hospital is performing"
"360274","MEDICAL CENTER AT ELIZABETH PLACE","ONE ELIZABETH PLACE","","","DAYTON","OH","45408","MONTGOMERY","9378531053","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"050298","BARSTOW COMMUNITY HOSPITAL","820 E MOUNTAIN VIEW STREET","","","BARSTOW","CA","92311","SAN BERNARDINO","7602561761","100","132","","100","37","","100","111",""
"100023","CITRUS MEMORIAL HOSPITAL","502 W HIGHLAND BLVD","","","INVERNESS","FL","34452","CITRUS","3527261551","95","350","","95","125","","80","263",""
"520198","AURORA MED CTR OSHKOSH","855 N WESTHAVEN DRIVE","","","OSHKOSH","WI","54904","WINNEBAGO","9204566000","100","51","","100","11","The number of cases is too small to reliably tell how well a hospital is performing","91","35",""
"360137","UNIVERSITY HOSPITALS OF CLEVELAND","11100 EUCLID AVENUE","","","CLEVELAND","OH","44106","CUYAHOGA","2168441000","100","575","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","229","The hospital indicated that the data submitted for this measure were based on a sample of cases","90","476","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"530008","RIVERTON MEMORIAL HOSPITAL","2100 W SUNSET DR","","","RIVERTON","WY","82501","FREMONT","3078564161","98","44","","85","13","The number of cases is too small to reliably tell how well a hospital is performing","88","40",""
"390225","EPHRATA COMMUNITY HOSPITAL","169 MARTIN AVENUE","","","EPHRATA","PA","17522","LANCASTER","7177330311","100","155","","96","26","","94","110",""
"330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","","","OSWEGO","NY","13126","OSWEGO","3153495511","100","98","","97","29","","94","69",""
"111325","WILLS MEMORIAL HOSPITAL","120 GORDON STREET","","","WASHINGTON","GA","30673","WILKES","7066789212","88","57","","57","30","","98","43",""
"050039","ENLOE MEDICAL CENTER","1531 ESPLANADE","","","CHICO","CA","95926","BUTTE","5303327300","100","228","","96","55","","87","185",""
"150061","DAVIESS COMMUNITY HOSPITAL","1314 E WALNUT ST","","","WASHINGTON","IN","47501","DAVIESS","8122542760","68","41","","67","12","The number of cases is too small to reliably tell how well a hospital is performing","68","28",""
"050350","BEVERLY HOSPITAL","309 W BEVERLY BLVD","","","MONTEBELLO","CA","90640","LOS ANGELES","3237261222","98","361","","87","115","","80","287",""
"100018","NAPLES COMMUNITY HOSPITAL","350 7TH ST N","","","NAPLES","FL","34102","COLLIER","2394365000","100","265","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","85","The hospital indicated that the data submitted for this measure were based on a sample of cases","86","219","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"380004","PROVIDENCE ST VINCENT MEDICAL CENTER","9205 SW BARNES ROAD","","","PORTLAND","OR","97225","WASHINGTON","5032161234","100","545","","98","157","","96","492",""
"450107","LAS PALMAS MEDICAL CENTER","1801 NORTH OREGON STREET","","","EL PASO","TX","79902","EL PASO","9155211200","100","504","","100","162","","100","458",""
"310051","OVERLOOK HOSPITAL","99 BEAUVIOR AVE","","","SUMMIT","NJ","07902","UNION","9085222000","100","356","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","92","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","260","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"490023","THE FAUQUIER HOSPITAL, INC","500 HOSPITAL DRIVE","","","WARRENTON","VA","20186","FAUQUIER","5403165000","100","172","","96","48","","93","137",""
"393302","CHILDREN'S HOSPITAL OF PITTSBURGH OF UPMC","4401 PENN AVENUE","","","PITTSBURGH","PA","15224","ALLEGHENY","4126925325","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"240063","ST JOSEPH'S HOSPITAL","45 WEST 10TH STREET","","","SAINT PAUL","MN","55102","RAMSEY","6512323000","99","273","","99","109","","91","189",""
"180010","SAINT JOSEPH HOSPITAL","ONE SAINT JOSEPH DRIVE","","","LEXINGTON","KY","40504","FAYETTE","8593131714","100","308","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","83","The hospital indicated that the data submitted for this measure were based on a sample of cases","89","245","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"390139","MAIN LINE HOSPITAL BRYN MAWR CAMPUS","130 SOUTH BRYN MAWR AVE","","","BRYN MAWR","PA","19010","DELAWARE","6105263000","100","436","","99","136","","99","306",""
"360351","CRYSTAL CLINIC ORTHOPAEDIC CENTER","444 NORTH MAIN STREET","","","AKRON","OH","44310","SUMMIT","3306684040","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"370030","INTEGRIS BLACKWELL REGIONAL HOSPITAL","710 SOUTH 13TH STREET","","","BLACKWELL","OK","74631","KAY","5803632311","97","38","","92","13","The number of cases is too small to reliably tell how well a hospital is performing","81","27",""
"170133","CUSHING MEMORIAL HOSPITAL","711 MARSHALL STREET","","","LEAVENWORTH","KS","66048","LEAVENWORTH","9136841102","100","22","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","83","18","The number of cases is too small to reliably tell how well a hospital is performing"
"140161","SAINT JAMES HOSPITAL","2500 WEST REYNOLDS STREET","","","PONTIAC","IL","61764","LIVINGSTON","8158422828","100","35","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","23","The number of cases is too small to reliably tell how well a hospital is performing"
"260105","ST LOUIS UNIVERSITY HOSPITAL","3635 VISTA AVE","","","SAINT LOUIS","MO","63110","SAINT LOUIS CITY","3145778000","100","341","","98","180","","99","290",""
"110104","CRISP REGIONAL HOSPITAL","902 7TH STREET NORTH","","","CORDELE","GA","31015","CRISP","2292763100","100","134","","100","37","","100","116",""
"351326","FIRST CARE HEALTH CENTER","115 VIVIAN ST","","","PARK RIVER","ND","58270","WALSH","7012847500","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"310034","RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA","","","RED BANK","NJ","07701","MONMOUTH","7327412700","100","289","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","49","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","200","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"490042","CARILION NEW RIVER VALLEY MEDICAL CENTER","2900 LAMB CIRCLE","","","CHRISTIANSBURG","VA","24073","MONTGOMERY","5407312000","100","174","","89","36","","97","144",""
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","","","MOUNT AIRY","NC","27030","SURRY","3367197000","100","202","","96","49","","90","174",""
"450032","GOOD SHEPHERD MEDICAL CENTER MARSHALL","811 S WASHINGTON","","","MARSHALL","TX","75670","HARRISON","9039276712","99","159","","100","146","","100","137",""
"330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","","","POUGHKEEPSIE","NY","12601","DUTCHESS","8454548500","100","615","","99","147","","99","475",""
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","","","MATHER                        ","CA","95655","SACRAMENTO","8003828387","100","196","","97","86","","98","173",""
"110100","JEFFERSON HOSPITAL","1067 PEACHTREE ST","","","LOUISVILLE","GA","30434","JEFFERSON","4786257000","100","30","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","86","22","The number of cases is too small to reliably tell how well a hospital is performing"
"500016","CENTRAL WASHINGTON HOSPITAL","1201 SOUTH MILLER STREET","","","WENATCHEE","WA","98807","CHELAN","5096621511","100","185","","100","62","","84","154",""
"390278","EAGLEVILLE HOSPITAL","100 EAGLEVILLE RD","","","EAGLEVILLE","PA","19408","MONTGOMERY","2155396000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"670052","DOCTORS HOSPITAL","1901 DOCTORS HOSPITAL DRIVE","","","BRIDGEPORT","TX","76426","WISE","9406835423","93","15","The number of cases is too small to reliably tell how well a hospital is performing","55","11","The number of cases is too small to reliably tell how well a hospital is performing","45","11","The number of cases is too small to reliably tell how well a hospital is performing"
"190098","LSU HEALTH SCIENCES CENTER - SHREVEPORT","1541 KINGS HIGHWAY","","","SHREVEPORT","LA","71130","CADDO","3186755058","100","294","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","151","The hospital indicated that the data submitted for this measure were based on a sample of cases","88","283","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"050320","ALAMEDA COUNTY MEDICAL CENTER","1411 E 31ST ST","","","OAKLAND","CA","94602","ALAMEDA","5104374800","100","312","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","177","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","296","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"301312","HUGGINS HOSPITAL","240 SOUTH MAIN STREET","","","WOLFEBORO","NH","03894","CARROLL","6035697500","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"190241","PHYSICIANS MEDICAL CENTER","218 CORPORATE DRIVE","","","HOUMA","LA","70360","TERREBONNE","9858531390","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"420030","COLLETON MEDICAL CENTER","501 ROBERTSON BOULEVARD","","","WALTERBORO","SC","29488","COLLETON","8437822000","100","235","","100","53","","100","200",""
"511319","JEFFERSON MEMORIAL HOSPITAL","300 SOUTH PRESTON STREET","","","RANSON","WV","25438","JEFFERSON","3047281600","97","38","","100","14","The number of cases is too small to reliably tell how well a hospital is performing","100","36",""
"521326","NEW LONDON FAMILY MED CTR","1405 MILL ST PO BOX 307","","","NEW LONDON","WI","54961","OUTAGAMIE","9205312000","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"100113","SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA","1600 SW ARCHER RD","","","GAINESVILLE","FL","32610","ALACHUA","3522658000","99","299","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","164","The hospital indicated that the data submitted for this measure were based on a sample of cases","76","270","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"200008","MERCY HOSPITAL","144 STATE STREET","","","PORTLAND","ME","04101","CUMBERLAND","2078793000","100","110","","92","13","The number of cases is too small to reliably tell how well a hospital is performing","98","63",""
"500002","PROVIDENCE ST MARY MEDICAL CENTER","401 W POPLAR ST","","","WALLA WALLA","WA","99362","WALLA WALLA","5095225900","100","68","","100","13","The number of cases is too small to reliably tell how well a hospital is performing","92","53",""
"521316","TRI COUNTY MEM HSPTL","18601 LINCOLN ST PO BOX 65","","","WHITEHALL","WI","54773","TREMPEALEAU","7155384361","5","21","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","6","17","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","","","WILMINGTON","NC","28402","NEW HANOVER","9103437000","100","1067","","97","305","","93","872",""
"370020","VALLEY VIEW REGIONAL HOSPITAL","430 NORTH MONTA VISTA","","","ADA","OK","74820","PONTOTOC","5803322323","100","53","","94","18","The number of cases is too small to reliably tell how well a hospital is performing","90","41",""
"361318","FOSTORIA COMMUNITY HOSPITAL","501 VAN BUREN STREET","","","FOSTORIA","OH","44830","SENECA","4194357734","100","26","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","100","18","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"230208","CARSON CITY HOSPITAL","406 EAST ELM ST","","","CARSON CITY","MI","48811","MONTCALM","9895843131","98","44","","100","11","The number of cases is too small to reliably tell how well a hospital is performing","100","27",""
"360360","SOIN MEDICAL CENTER,INDU & RAJ SOIN MEDICAL CENTER","3535 PENTAGON PARK BLVD","","","BEAVER CREEK","OH","45431","GREENE","9377024000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"050197","SEQUOIA HOSPITAL","170 ALAMEDA DE LAS PULGAS","","","REDWOOD CITY","CA","94062","SAN MATEO","6503675551","100","224","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","55","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","185","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"390066","GOOD SAMARITAN HOSPITAL","FOURTH AND WALNUT STREETS","","","LEBANON","PA","17042","LEBANON","7172707500","100","263","","99","93","","97","187",""
"240207","FAIRVIEW RIDGES HOSPITAL","201 EAST NICOLLET BOULEVARD","","","BURNSVILLE","MN","55337","DAKOTA","9528922000","100","216","","98","64","","100","179",""
"450324","TEXOMA MEDICAL CENTER","5016 S US HIGHWAY 75","","","DENISON","TX","75020","GRAYSON","9034164000","100","249","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","87","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","199","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"450605","CARE REGIONAL MEDICAL CENTER","1711 W WHEELER AVENUE","","","ARANSAS PASS","TX","78336","SAN PATRICIO","3617588585","97","65","The hospital indicated that the data submitted for this measure were based on a sample of cases","79","14","The number of cases is too small to reliably tell how well a hospital is performing","73","41","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"181303","NICHOLAS COUNTY HOSPITAL","2325 CONCRETE ROAD","","","CARLISLE","KY","40311","NICHOLAS","8592897181","75","12","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","","55","11","The number of cases is too small to reliably tell how well a hospital is performing"
"370172","CHOCTAW NATION HEALTHCARE","1 CHOCTAW WAY","","","TALIHINA","OK","74571","LATIMER","9185677000","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"241378","NEW ULM MEDICAL CENTER","1324 FIFTH NORTH STREET","","","NEW ULM","MN","56073","BROWN","5072331000","100","59","","93","14","The number of cases is too small to reliably tell how well a hospital is performing","97","32",""
"431337","AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC","300 W 5TH ST","","","MILLER","SD","57362","HAND","6058532421","45","11","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"231309","ASPIRUS ONTONAGON HOSPITAL, INC","601 S SEVENTH ST","","","ONTONAGON","MI","49953","ONTONAGON","9068848000","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"390058","CARLISLE REGIONAL MEDICAL CENTER","361 ALEXANDER SPRING ROAD","","","CARLISLE","PA","17015","CUMBERLAND","7172491212","100","172","","95","42","","83","117",""
"390113","MEADVILLE MEDICAL CENTER","751 LIBERTY STREET","","","MEADVILLE","PA","16335","CRAWFORD","8143335000","100","153","","95","41","","81","118",""
"180127","FRANKFORT REGIONAL MEDICAL CENTER","299 KINGS DAUGHTERS DRIVE","","","FRANKFORT","KY","40601","FRANKLIN","5028755240","100","163","","100","30","","91","146",""
"171350","RUSSELL REGIONAL HOSPITAL","200 S MAIN STREET","","","RUSSELL","KS","67665","RUSSELL","7854833131","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"140103","ST BERNARD HOSPITAL","326 W 64TH ST","","","CHICAGO","IL","60621","COOK","7739623900","100","313","","100","233","","96","282",""
"100142","JACKSON HOSPITAL","4250 HOSPITAL DR","","","MARIANNA","FL","32446","JACKSON","8507182620","100","125","","98","40","","76","106",""
"370078","OKLAHOMA STATE UNIVERSITY MEDICAL CENTER","744 WEST 9TH STREET","","","TULSA","OK","74127","OSAGE","9185872561","100","210","","99","98","","97","195",""
"330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","","","ALBANY","NY","12208","ALBANY","5185251550","100","572","","97","120","","95","443",""
"340173","WAKEMED, CARY HOSPITAL","1900 KILDARE FARM ROAD","","","CARY","NC","27518","WAKE","9193502550","100","253","","98","56","","88","215",""
"301302","LITTLETON REGIONAL HOSPITAL","600 ST JOHNSBURY ROAD","","","LITTLETON","NH","03561","GRAFTON","6034449000","100","38","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","89","27",""
"100179","MEMORIAL HOSPITAL JACKSONVILLE","3625 UNIVERSITY BLVD S","","","JACKSONVILLE","FL","32216","DUVAL","9043996111","100","296","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","69","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","231","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"351332","HEART OF AMERICA MEDICAL CENTER","800 S MAIN AVE","","","RUGBY","ND","58368","PIERCE","7017765261","75","12","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD","","","TUSCALOOSA                    ","AL","35404","TUSCALOOSA","2055542000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"490013","HALIFAX REGIONAL HOSPITAL","2204 WILBORN AVENUE","","","HALIFAX","VA","24558","HALIFAX","4345173100","100","212","","98","45","","88","179",""
"330132","TLC HEALTH NETWORK","100 MEMORIAL DRIVE","","","GOWANDA","NY","14070","CATTARAUGUS","7165323377","94","64","","93","15","The number of cases is too small to reliably tell how well a hospital is performing","100","46",""
"150126","FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","","","CROWN POINT","IN","46307","LAKE","2197576100","100","259","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","73","The hospital indicated that the data submitted for this measure were based on a sample of cases","92","200","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"140032","ST ANTHONYS MEMORIAL HOSPITAL","503 N MAPLE STREET","","","EFFINGHAM","IL","62401","EFFINGHAM","2173422121","98","199","","98","50","","98","134",""
"073300","CONNECTICUT CHILDRENS MEDICAL CENTER","282 WASHINGTON STREET","","","HARTFORD","CT","06106","HARTFORD","8605459000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"400114","MANATI MEDICAL CENTER DR OTERO LOPEZ","CALLE HERNANDEZ CARRION URB ATENAS","","","MANATI","PR","00674","MANATI","7876213700","99","534","","100","267","","100","526",""
"340159","PERSON MEMORIAL HOSPITAL","615 RIDGE RD","","","ROXBORO","NC","27573","PERSON","3365992121","99","88","","89","19","The number of cases is too small to reliably tell how well a hospital is performing","97","76",""
"240038","UNITED HOSPITAL","333 NORTH SMITH AVENUE","","","SAINT PAUL","MN","55102","RAMSEY","6512418802","100","418","","97","135","","96","334",""
"520033","RIVERVIEW HSPTL ASSOC","410 DEWEY ST PO BOX 8080","","","WISCONSIN RAPIDS","WI","54495","WOOD","7154236060","100","46","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","15","The number of cases is too small to reliably tell how well a hospital is performing","92","36","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"410008","SOUTH COUNTY HOSPITAL INC","100 KENYON AVE","","","WAKEFIELD","RI","02879","WASHINGTON","4017828000","99","127","","96","24","The number of cases is too small to reliably tell how well a hospital is performing","99","91",""
"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","","","BARTLETT","TN","38133","SHELBY","9018207050","98","173","","86","50","","98","152",""
"441305","MACON COUNTY GENERAL HOSPITAL","204 MEDICAL DRIVE","","","LAFAYETTE","TN","37083","MACON","6156662147","86","35","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","81","27",""
"670029","FIRST STREET HOSPITAL LP","4801 BISSONNET BLVD","","","BELLAIRE","TX","77401","HARRIS","7137137133","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"400005","HIMA SAN PABLO HUMACAO","CALLE FONT MARTELO #3","","","HUMACAO","PR","00791","HUMACAO","7878522424","91","89","","100","20","The number of cases is too small to reliably tell how well a hospital is performing","100","86",""
"520097","ST MARYS HSPTL MED CTR","1726 SHAWANO AVE","","","GREEN BAY","WI","54303","BROWN","9204984200","99","116","","100","25","","86","93",""
"281336","YORK GENERAL HOSPITAL","2222 LINCOLN AVE","","","YORK","NE","68467","YORK","4023626671","100","16","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","","50","12","The number of cases is too small to reliably tell how well a hospital is performing"
"420019","CHESTER REGIONAL MEDICAL CENTER","1 MEDICAL PARK DRIVE","","","CHESTER","SC","29706","CHESTER","8035813151","100","59","","100","14","The number of cases is too small to reliably tell how well a hospital is performing","100","49",""
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","","","DANSVILLE","NY","14437","LIVINGSTON","5853356001","94","80","","87","15","The number of cases is too small to reliably tell how well a hospital is performing","74","66",""
"280061","REGIONAL WEST MEDICAL CENTER","4021 AVE B","","","SCOTTSBLUFF","NE","69361","SCOTTS BLUFF","3086353711","100","69","","93","14","The number of cases is too small to reliably tell how well a hospital is performing","91","56",""
"250025","GILMORE MEMORIAL HOSPITAL","1105 EARL FRYE BLVD","","","AMORY","MS","38821","MONROE","6622567111","100","106","","96","47","","90","82",""
"191315","HARDTNER MEDICAL CENTER","1102 N PINE ROAD","","","OLLA","LA","71465","LA SALLE","3184953131","47","15","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","18","11","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"140181","SOUTH SHORE HOSPITAL","8012 SOUTH CRANDON AVENUE","","","CHICAGO","IL","60617","COOK","7737680810","95","183","","97","35","","69","159",""
